"Serial_Number","Lat","Long","Wind","month","year","decade"
"1996137N13251",13,-111.8,30,"May",1996,"1990s"
"1996137N13251",13.1,-112.5,30,"May",1996,"1990s"
"1996137N13251",13.3,-113.2,25,"May",1996,"1990s"
"1996137N13251",13.5,-113.8,25,"May",1996,"1990s"
"1996137N13251",13.6,-114.4,20,"May",1996,"1990s"
"1996172N13261",13.1,-98.7,30,"June",1996,"1990s"
"1996172N13261",13.5,-99.3,30,"June",1996,"1990s"
"1996172N13261",13.9,-99.9,30,"June",1996,"1990s"
"1996172N13261",14.4,-100.3,35,"June",1996,"1990s"
"1996172N13261",14.9,-100.7,40,"June",1996,"1990s"
"1996172N13261",15.4,-101.1,45,"June",1996,"1990s"
"1996172N13261",15.7,-101.5,50,"June",1996,"1990s"
"1996172N13261",15.8,-102,55,"June",1996,"1990s"
"1996172N13261",15.8,-102.4,65,"June",1996,"1990s"
"1996172N13261",15.9,-102.7,75,"June",1996,"1990s"
"1996172N13261",16.2,-102.6,85,"June",1996,"1990s"
"1996172N13261",16.6,-102.6,85,"June",1996,"1990s"
"1996172N13261",16.7,-102.8,85,"June",1996,"1990s"
"1996172N13261",16.9,-102.9,85,"June",1996,"1990s"
"1996172N13261",17.2,-102.8,90,"June",1996,"1990s"
"1996172N13261",17.5,-102.6,90,"June",1996,"1990s"
"1996172N13261",18,-102.4,90,"June",1996,"1990s"
"1996172N13261",17.8,-102.6,80,"June",1996,"1990s"
"1996172N13261",17.7,-102.8,65,"June",1996,"1990s"
"1996172N13261",17.7,-102.8,60,"June",1996,"1990s"
"1996172N13261",17.6,-102.7,55,"June",1996,"1990s"
"1996172N13261",17.5,-102.4,45,"June",1996,"1990s"
"1996172N13261",17.3,-102.5,35,"June",1996,"1990s"
"1996172N13261",17.3,-102.7,30,"June",1996,"1990s"
"1996172N13261",17.4,-102.9,30,"June",1996,"1990s"
"1996172N13261",17.5,-103.5,30,"June",1996,"1990s"
"1996172N13261",17.7,-104,30,"June",1996,"1990s"
"1996172N13261",18,-104.5,30,"June",1996,"1990s"
"1996172N13261",18.4,-105,25,"June",1996,"1990s"
"1996172N13261",18.7,-105.5,25,"June",1996,"1990s"
"1996179N13266",12.7,-94.4,25,"June",1996,"1990s"
"1996179N13266",12.8,-95,25,"June",1996,"1990s"
"1996179N13266",12.8,-95.5,25,"June",1996,"1990s"
"1996179N13266",12.7,-96.1,25,"June",1996,"1990s"
"1996179N13266",13,-96.9,25,"June",1996,"1990s"
"1996179N13266",13.5,-97.7,30,"June",1996,"1990s"
"1996179N13266",14,-98.4,35,"June",1996,"1990s"
"1996179N13266",14.6,-99,40,"June",1996,"1990s"
"1996179N13266",15.2,-99.6,55,"June",1996,"1990s"
"1996179N13266",15.9,-100.2,65,"June",1996,"1990s"
"1996179N13266",16.6,-100.8,80,"June",1996,"1990s"
"1996179N13266",17.6,-101.5,80,"June",1996,"1990s"
"1996179N13266",18.7,-102.2,65,"June",1996,"1990s"
"1996179N13266",19.5,-102.9,45,"June",1996,"1990s"
"1996179N13266",19.8,-103.7,30,"June",1996,"1990s"
"1996179N13266",19.5,-104.5,30,"June",1996,"1990s"
"1996179N13266",19,-105.1,25,"July",1996,"1990s"
"1996179N13266",18.8,-105.4,25,"July",1996,"1990s"
"1996179N13266",19,-105.6,25,"July",1996,"1990s"
"1996184N09271",8.9,-89.2,25,"July",1996,"1990s"
"1996184N09271",9.5,-90.3,30,"July",1996,"1990s"
"1996184N09271",10.2,-91.4,35,"July",1996,"1990s"
"1996184N09271",11,-92.5,35,"July",1996,"1990s"
"1996184N09271",12,-93.3,40,"July",1996,"1990s"
"1996184N09271",13.3,-94.1,45,"July",1996,"1990s"
"1996184N09271",14.5,-95,55,"July",1996,"1990s"
"1996184N09271",15.3,-95.9,60,"July",1996,"1990s"
"1996184N09271",15.9,-96.8,45,"July",1996,"1990s"
"1996184N09271",16.1,-97.8,25,"July",1996,"1990s"
"1996187N17251",17.3,-108.6,25,"July",1996,"1990s"
"1996187N17251",17.5,-109,30,"July",1996,"1990s"
"1996187N17251",17.9,-109.2,30,"July",1996,"1990s"
"1996187N17251",18.3,-109.4,30,"July",1996,"1990s"
"1996187N17251",18.6,-109.6,30,"July",1996,"1990s"
"1996187N17251",19.1,-109.9,25,"July",1996,"1990s"
"1996211N13270",13,-89.7,35,"July",1996,"1990s"
"1996211N13270",13.1,-91.6,40,"July",1996,"1990s"
"1996211N13270",13.3,-93.4,65,"July",1996,"1990s"
"1996211N13270",13.4,-95.2,65,"July",1996,"1990s"
"1996211N13270",13.6,-96.9,70,"July",1996,"1990s"
"1996211N13270",13.9,-98.7,75,"July",1996,"1990s"
"1996211N13270",14.3,-100.4,80,"July",1996,"1990s"
"1996211N13270",14.9,-102,85,"July",1996,"1990s"
"1996211N13270",15.5,-103.4,90,"July",1996,"1990s"
"1996211N13270",16,-104.7,95,"July",1996,"1990s"
"1996211N13270",16.5,-105.9,100,"July",1996,"1990s"
"1996211N13270",17,-107,105,"July",1996,"1990s"
"1996211N13270",17.6,-108,115,"August",1996,"1990s"
"1996211N13270",18.2,-109,115,"August",1996,"1990s"
"1996211N13270",18.9,-110,115,"August",1996,"1990s"
"1996211N13270",19.5,-111.2,115,"August",1996,"1990s"
"1996211N13270",20,-112.6,115,"August",1996,"1990s"
"1996211N13270",20.4,-113.9,115,"August",1996,"1990s"
"1996211N13270",20.6,-115.4,110,"August",1996,"1990s"
"1996211N13270",20.8,-116.8,100,"August",1996,"1990s"
"1996211N13270",20.9,-118.1,80,"August",1996,"1990s"
"1996211N13270",21.1,-119.3,65,"August",1996,"1990s"
"1996211N13270",21.1,-120.3,60,"August",1996,"1990s"
"1996211N13270",21.2,-121.3,55,"August",1996,"1990s"
"1996211N13270",21.4,-122.3,50,"August",1996,"1990s"
"1996211N13270",21.6,-123.2,45,"August",1996,"1990s"
"1996211N13270",21.7,-124.2,40,"August",1996,"1990s"
"1996211N13270",21.9,-125.3,35,"August",1996,"1990s"
"1996211N13270",22.1,-126.4,30,"August",1996,"1990s"
"1996211N13270",22.3,-127.5,30,"August",1996,"1990s"
"1996211N13270",22.4,-128.7,30,"August",1996,"1990s"
"1996211N13270",22.5,-129.9,25,"August",1996,"1990s"
"1996211N13270",22.5,-130,20,"August",1996,"1990s"
"1996244N13257",13.4,-103.5,25,"August",1996,"1990s"
"1996244N13257",14.1,-104.6,25,"August",1996,"1990s"
"1996244N13257",14.7,-105.5,30,"August",1996,"1990s"
"1996244N13257",15.3,-106.3,30,"August",1996,"1990s"
"1996244N13257",15.9,-107.1,30,"August",1996,"1990s"
"1996244N13257",16.5,-107.7,30,"August",1996,"1990s"
"1996244N13257",17.1,-108.4,30,"September",1996,"1990s"
"1996244N13257",17.4,-108.8,30,"September",1996,"1990s"
"1996244N13257",17.7,-109.1,30,"September",1996,"1990s"
"1996244N13257",18.1,-109.3,30,"September",1996,"1990s"
"1996244N13257",18.2,-109.8,30,"September",1996,"1990s"
"1996244N13257",18.3,-110.2,35,"September",1996,"1990s"
"1996244N13257",18.6,-110.2,35,"September",1996,"1990s"
"1996244N13257",19,-110,35,"September",1996,"1990s"
"1996244N13257",19.6,-110.1,40,"September",1996,"1990s"
"1996244N13257",20,-110.7,40,"September",1996,"1990s"
"1996244N13257",20.6,-111.1,45,"September",1996,"1990s"
"1996244N13257",21.1,-111.4,50,"September",1996,"1990s"
"1996244N13257",21.7,-111.8,55,"September",1996,"1990s"
"1996244N13257",22.2,-112.1,55,"September",1996,"1990s"
"1996244N13257",22.7,-112.4,50,"September",1996,"1990s"
"1996244N13257",23.2,-112.6,40,"September",1996,"1990s"
"1996244N13257",23.5,-112.7,35,"September",1996,"1990s"
"1996244N13257",23.7,-112.8,35,"September",1996,"1990s"
"1996244N13257",23.9,-112.9,30,"September",1996,"1990s"
"1996244N13257",24.1,-113,30,"September",1996,"1990s"
"1996244N13257",24.3,-113.1,30,"September",1996,"1990s"
"1996244N13257",24.5,-113.2,25,"September",1996,"1990s"
"1996244N13257",24.7,-113.3,25,"September",1996,"1990s"
"1996254N14258",14.3,-101.9,25,"September",1996,"1990s"
"1996254N14258",14.8,-102.7,25,"September",1996,"1990s"
"1996254N14258",15.2,-103.5,30,"September",1996,"1990s"
"1996254N14258",15.8,-104.3,35,"September",1996,"1990s"
"1996254N14258",16.4,-105.1,45,"September",1996,"1990s"
"1996254N14258",17.1,-106.2,55,"September",1996,"1990s"
"1996254N14258",17.8,-107.3,65,"September",1996,"1990s"
"1996254N14258",18.4,-108.2,80,"September",1996,"1990s"
"1996254N14258",19.1,-108.9,95,"September",1996,"1990s"
"1996254N14258",19.8,-109.5,105,"September",1996,"1990s"
"1996254N14258",20.5,-110,105,"September",1996,"1990s"
"1996254N14258",21.1,-110.4,100,"September",1996,"1990s"
"1996254N14258",21.6,-110.6,90,"September",1996,"1990s"
"1996254N14258",22.1,-110.7,85,"September",1996,"1990s"
"1996254N14258",22.6,-110.7,80,"September",1996,"1990s"
"1996254N14258",23.3,-110.6,75,"September",1996,"1990s"
"1996254N14258",24.4,-110.2,70,"September",1996,"1990s"
"1996254N14258",25.7,-109.6,65,"September",1996,"1990s"
"1996254N14258",27.3,-109,45,"September",1996,"1990s"
"1996254N14258",28,-107,30,"September",1996,"1990s"
"1996260N14217",12.8,-143.4,30,"September",1996,"1990s"
"1996260N14217",13,-144.3,25,"September",1996,"1990s"
"1996260N14217",13.4,-145.2,25,"September",1996,"1990s"
"1996260N14217",13.6,-146.3,30,"September",1996,"1990s"
"1996260N14217",13.9,-147,30,"September",1996,"1990s"
"1996260N14217",14,-147.5,30,"September",1996,"1990s"
"1996260N14217",14.3,-148.1,30,"September",1996,"1990s"
"1996260N14217",14.6,-148.6,30,"September",1996,"1990s"
"1996260N14217",14.8,-149.7,30,"September",1996,"1990s"
"1996260N14217",14.6,-150.7,30,"September",1996,"1990s"
"1996260N14217",14.3,-151.7,30,"September",1996,"1990s"
"1996260N14217",14.3,-152.8,30,"September",1996,"1990s"
"1996260N14217",14.4,-154,30,"September",1996,"1990s"
"1996260N14217",14.6,-155.2,30,"September",1996,"1990s"
"1996260N14217",14.9,-156.7,30,"September",1996,"1990s"
"1996260N14217",14.9,-157.8,30,"September",1996,"1990s"
"1996260N14217",15,-159.1,30,"September",1996,"1990s"
"1996260N14217",15.3,-160.4,25,"September",1996,"1990s"
"1996260N14217",15.7,-161.6,25,"September",1996,"1990s"
"1996260N14217",16.4,-162.6,25,"September",1996,"1990s"
"1996261N08184",11.8,166.6,0,"September",1996,"1990s"
"1996261N08184",12.8,165.5,0,"September",1996,"1990s"
"1996261N08184",13.5,164.7,0,"September",1996,"1990s"
"1996261N08184",14.1,163.8,0,"September",1996,"1990s"
"1996261N08184",14.4,162.7,0,"September",1996,"1990s"
"1996261N08184",14.6,161.3,0,"September",1996,"1990s"
"1996261N08184",15.1,159.7,0,"September",1996,"1990s"
"1996261N08184",15.6,158.5,0,"September",1996,"1990s"
"1996261N08184",15.9,157.2,0,"September",1996,"1990s"
"1996261N08184",16,156.8,35,"September",1996,"1990s"
"1996261N08184",16.2,156.1,40,"September",1996,"1990s"
"1996261N08184",16.3,155,50,"September",1996,"1990s"
"1996261N08184",16.3,153.9,60,"September",1996,"1990s"
"1996261N08184",16.2,152.8,75,"September",1996,"1990s"
"1996261N08184",16.3,151.5,75,"September",1996,"1990s"
"1996261N08184",16.3,150.1,75,"September",1996,"1990s"
"1996261N08184",16.2,149,80,"September",1996,"1990s"
"1996261N08184",16,147.9,85,"September",1996,"1990s"
"1996261N08184",15.9,146.6,85,"September",1996,"1990s"
"1996261N08184",16,145.5,85,"September",1996,"1990s"
"1996261N08184",16.2,144.7,85,"September",1996,"1990s"
"1996261N08184",16.5,143.9,85,"September",1996,"1990s"
"1996261N08184",16.9,143.1,85,"September",1996,"1990s"
"1996261N08184",17.3,142.4,90,"September",1996,"1990s"
"1996261N08184",17.9,141.7,90,"September",1996,"1990s"
"1996261N08184",18.8,141.2,85,"September",1996,"1990s"
"1996261N08184",19.7,140.4,85,"September",1996,"1990s"
"1996261N08184",20.2,139.5,85,"September",1996,"1990s"
"1996261N08184",20.7,138.8,85,"September",1996,"1990s"
"1996261N08184",21.1,138.5,85,"September",1996,"1990s"
"1996261N08184",21.5,138.1,85,"September",1996,"1990s"
"1996261N08184",21.9,137.8,85,"September",1996,"1990s"
"1996261N08184",22.7,137.8,80,"September",1996,"1990s"
"1996261N08184",23.4,138.2,80,"September",1996,"1990s"
"1996261N08184",24.1,138.4,75,"September",1996,"1990s"
"1996261N08184",25,138.7,75,"September",1996,"1990s"
"1996261N08184",26.9,139.4,65,"September",1996,"1990s"
"1996261N08184",28.5,140.4,65,"September",1996,"1990s"
"1996261N08184",29.8,141.7,60,"September",1996,"1990s"
"1996261N08184",31.3,143.9,60,"September",1996,"1990s"
"1996261N08184",32.3,146.4,55,"September",1996,"1990s"
"1996261N08184",33,148.9,55,"October",1996,"1990s"
"1996261N08184",33.6,152.1,50,"October",1996,"1990s"
"1996261N08184",33.8,156.7,0,"October",1996,"1990s"
"1996261N08184",34.4,160.7,0,"October",1996,"1990s"
"1996261N08184",35.1,164,0,"October",1996,"1990s"
"1996261N08184",35.7,167.5,0,"October",1996,"1990s"
"1996261N08184",36.5,171,0,"October",1996,"1990s"
"1996261N08184",37.6,174.6,0,"October",1996,"1990s"
"1996261N08184",39,177.9,0,"October",1996,"1990s"
"1996272N16250",16.3,-110,30,"September",1996,"1990s"
"1996272N16250",16.2,-111,35,"September",1996,"1990s"
"1996272N16250",15.9,-111.9,40,"September",1996,"1990s"
"1996272N16250",15.7,-112.7,40,"September",1996,"1990s"
"1996272N16250",15.4,-113.6,45,"September",1996,"1990s"
"1996272N16250",15.2,-114.5,45,"September",1996,"1990s"
"1996272N16250",15.1,-115.2,45,"September",1996,"1990s"
"1996272N16250",15.1,-115.8,45,"September",1996,"1990s"
"1996272N16250",15.3,-116.3,45,"September",1996,"1990s"
"1996272N16250",15.5,-116.5,45,"September",1996,"1990s"
"1996272N16250",15.6,-116.6,40,"September",1996,"1990s"
"1996272N16250",15.7,-116.7,35,"September",1996,"1990s"
"1996272N16250",15.8,-116.9,35,"September",1996,"1990s"
"1996272N16250",16,-117,30,"October",1996,"1990s"
"1996272N16250",16.1,-117.1,30,"October",1996,"1990s"
"1996272N16250",16.2,-117.2,30,"October",1996,"1990s"
"1996272N16250",16.3,-117.4,30,"October",1996,"1990s"
"1996272N16250",16.4,-117.6,25,"October",1996,"1990s"
"1996272N16250",16.3,-118.1,25,"October",1996,"1990s"
"1996272N16250",15.9,-118.7,25,"October",1996,"1990s"
"1996272N16250",15.3,-119.3,25,"October",1996,"1990s"
"1996272N16250",15,-120,25,"October",1996,"1990s"
"1996272N16250",15.1,-120.1,25,"October",1996,"1990s"
"1996272N16250",15.3,-120.2,25,"October",1996,"1990s"
"1996272N16250",15.4,-120.1,25,"October",1996,"1990s"
"1996272N16250",15.5,-120,20,"October",1996,"1990s"
"1996272N16250",15.5,-119.8,20,"October",1996,"1990s"
"1996272N16250",15.4,-119.7,20,"October",1996,"1990s"
"1996272N16250",15.4,-119.5,25,"October",1996,"1990s"
"1996272N16250",15.3,-119.3,30,"October",1996,"1990s"
"1996272N16250",15.4,-119,30,"October",1996,"1990s"
"1996272N16250",15.5,-118.7,30,"October",1996,"1990s"
"1996272N16250",15.6,-118.3,30,"October",1996,"1990s"
"1996272N16250",15.7,-118,30,"October",1996,"1990s"
"1996272N16250",15.9,-117.8,30,"October",1996,"1990s"
"1996272N16250",16.1,-117.6,30,"October",1996,"1990s"
"1996272N16250",16.3,-117.5,35,"October",1996,"1990s"
"1996272N16250",16.6,-117.5,40,"October",1996,"1990s"
"1996272N16250",16.8,-117.6,40,"October",1996,"1990s"
"1996272N16250",17,-117.7,40,"October",1996,"1990s"
"1996272N16250",17.1,-117.9,40,"October",1996,"1990s"
"1996272N16250",17,-118.2,35,"October",1996,"1990s"
"1996272N16250",16.6,-118.6,35,"October",1996,"1990s"
"1996272N16250",16.1,-119.1,30,"October",1996,"1990s"
"1996272N16250",15.4,-119.9,25,"October",1996,"1990s"
"1996272N16250",14.8,-120.8,25,"October",1996,"1990s"
"1996274N13261",12.6,-98.7,30,"September",1996,"1990s"
"1996274N13261",12.6,-99.7,30,"September",1996,"1990s"
"1996274N13261",12.9,-100.7,35,"September",1996,"1990s"
"1996274N13261",13.4,-101.5,35,"October",1996,"1990s"
"1996274N13261",14.1,-101.4,35,"October",1996,"1990s"
"1996274N13261",14.7,-101.1,45,"October",1996,"1990s"
"1996274N13261",15.5,-101.3,50,"October",1996,"1990s"
"1996274N13261",16.1,-101.7,55,"October",1996,"1990s"
"1996274N13261",16.9,-102.3,65,"October",1996,"1990s"
"1996274N13261",17.9,-103.1,75,"October",1996,"1990s"
"1996274N13261",18.5,-103.9,70,"October",1996,"1990s"
"1996274N13261",18.9,-104.6,65,"October",1996,"1990s"
"1996274N13261",18.7,-104.9,65,"October",1996,"1990s"
"1996274N13261",19.5,-104.9,60,"October",1996,"1990s"
"1996274N13261",20.1,-105,40,"October",1996,"1990s"
"1996274N13261",20.7,-105.1,30,"October",1996,"1990s"
"1996274N13261",21.1,-105.6,30,"October",1996,"1990s"
"1996274N13261",21.7,-105.6,25,"October",1996,"1990s"
"1996274N13261",22,-105.5,25,"October",1996,"1990s"
"1996312N13251",12.5,-109.2,30,"November",1996,"1990s"
"1996312N13251",12.6,-110.7,30,"November",1996,"1990s"
"1996312N13251",12.8,-112.2,30,"November",1996,"1990s"
"1996312N13251",13.2,-113.8,30,"November",1996,"1990s"
"1996312N13251",13.2,-115.7,30,"November",1996,"1990s"
"1996312N13251",13.2,-117.3,30,"November",1996,"1990s"
"1996312N13251",13.4,-118.8,30,"November",1996,"1990s"
"1996312N13251",13.7,-120.1,30,"November",1996,"1990s"
"1996312N13251",14.1,-121.2,30,"November",1996,"1990s"
"1996312N13251",14.4,-121.9,30,"November",1996,"1990s"
"1996312N13251",14.6,-122.7,30,"November",1996,"1990s"
"1996312N13251",14.9,-123.4,30,"November",1996,"1990s"
"1996312N13251",15,-124.2,25,"November",1996,"1990s"
"1996312N13251",15.2,-125,25,"November",1996,"1990s"
"1996312N13251",15.5,-125.6,20,"November",1996,"1990s"
"1996312N13251",15.7,-126.3,20,"November",1996,"1990s"
"1996312N13251",15.7,-127,25,"November",1996,"1990s"
"1996312N13251",15.6,-127.5,25,"November",1996,"1990s"
"1996312N13251",15.5,-128,20,"November",1996,"1990s"
"1997152N10265",10.4,-95.4,25,"June",1997,"1990s"
"1997152N10265",10.5,-95.5,25,"June",1997,"1990s"
"1997152N10265",10.7,-95.7,30,"June",1997,"1990s"
"1997152N10265",10.8,-95.8,30,"June",1997,"1990s"
"1997152N10265",11,-96,30,"June",1997,"1990s"
"1997152N10265",11.2,-96.2,30,"June",1997,"1990s"
"1997152N10265",11.4,-96.3,35,"June",1997,"1990s"
"1997152N10265",12,-96.7,35,"June",1997,"1990s"
"1997152N10265",13,-97.1,35,"June",1997,"1990s"
"1997152N10265",13.6,-97.3,35,"June",1997,"1990s"
"1997152N10265",14.1,-97.1,35,"June",1997,"1990s"
"1997152N10265",14.4,-96.1,40,"June",1997,"1990s"
"1997152N10265",14.6,-95.1,45,"June",1997,"1990s"
"1997152N10265",14.8,-94.2,45,"June",1997,"1990s"
"1997152N10265",14.8,-93.8,45,"June",1997,"1990s"
"1997152N10265",14.7,-93.5,45,"June",1997,"1990s"
"1997152N10265",14.5,-93,45,"June",1997,"1990s"
"1997152N10265",14.1,-92.4,45,"June",1997,"1990s"
"1997152N10265",13.5,-91.8,40,"June",1997,"1990s"
"1997152N10265",12.9,-91.2,35,"June",1997,"1990s"
"1997152N10265",12.4,-90.3,35,"June",1997,"1990s"
"1997152N10265",12,-89.6,30,"June",1997,"1990s"
"1997152N10265",12,-89.1,30,"June",1997,"1990s"
"1997152N10265",12.3,-88.8,30,"June",1997,"1990s"
"1997152N10265",13,-88.8,25,"June",1997,"1990s"
"1997161N14266",14.1,-94.5,30,"June",1997,"1990s"
"1997161N14266",14.6,-95.6,35,"June",1997,"1990s"
"1997161N14266",14.8,-96.9,40,"June",1997,"1990s"
"1997161N14266",14.8,-98.4,40,"June",1997,"1990s"
"1997161N14266",15,-100,40,"June",1997,"1990s"
"1997161N14266",15,-101.5,40,"June",1997,"1990s"
"1997161N14266",15.2,-102.9,35,"June",1997,"1990s"
"1997161N14266",15.5,-104.3,35,"June",1997,"1990s"
"1997161N14266",15.8,-105.7,35,"June",1997,"1990s"
"1997161N14266",16.2,-107.2,30,"June",1997,"1990s"
"1997161N14266",16.6,-108.7,25,"June",1997,"1990s"
"1997173N14243",14.4,-117.2,30,"June",1997,"1990s"
"1997173N14243",14.7,-118.7,30,"June",1997,"1990s"
"1997173N14243",14.8,-119.8,30,"June",1997,"1990s"
"1997173N14243",14.8,-120.8,30,"June",1997,"1990s"
"1997173N14243",14.6,-121.8,30,"June",1997,"1990s"
"1997173N14243",14.4,-122.8,30,"June",1997,"1990s"
"1997173N14243",14.1,-123.7,30,"June",1997,"1990s"
"1997173N14243",14.1,-125,25,"June",1997,"1990s"
"1997173N14243",14.4,-126.7,25,"June",1997,"1990s"
"1997173N14243",14.6,-128.4,25,"June",1997,"1990s"
"1997176N16252",15.6,-107.8,25,"June",1997,"1990s"
"1997176N16252",16.3,-108.5,30,"June",1997,"1990s"
"1997176N16252",17,-109.3,35,"June",1997,"1990s"
"1997176N16252",17.6,-110.2,40,"June",1997,"1990s"
"1997176N16252",18.2,-111.1,45,"June",1997,"1990s"
"1997176N16252",18.5,-112.1,45,"June",1997,"1990s"
"1997176N16252",18.8,-113.1,40,"June",1997,"1990s"
"1997176N16252",19,-114.2,35,"June",1997,"1990s"
"1997176N16252",19.2,-115.2,30,"June",1997,"1990s"
"1997176N16252",19.4,-116.2,30,"June",1997,"1990s"
"1997176N16252",19.5,-117.1,30,"June",1997,"1990s"
"1997176N16252",19.5,-118,25,"June",1997,"1990s"
"1997181N14250",13.6,-109.8,25,"June",1997,"1990s"
"1997181N14250",14.1,-110.2,30,"June",1997,"1990s"
"1997181N14250",14.5,-110.6,30,"June",1997,"1990s"
"1997181N14250",14.8,-111.1,30,"June",1997,"1990s"
"1997181N14250",15,-111.8,30,"June",1997,"1990s"
"1997181N14250",15.1,-112.7,30,"June",1997,"1990s"
"1997181N14250",15.1,-113.7,30,"July",1997,"1990s"
"1997181N14250",15.1,-114.7,30,"July",1997,"1990s"
"1997181N14250",15.1,-115.7,25,"July",1997,"1990s"
"1997181N14250",15.2,-116.6,25,"July",1997,"1990s"
"1997181N14250",15.2,-117.4,30,"July",1997,"1990s"
"1997181N14250",15,-118.4,30,"July",1997,"1990s"
"1997181N14250",14.9,-119.3,30,"July",1997,"1990s"
"1997181N14250",14.8,-120.2,30,"July",1997,"1990s"
"1997181N14250",14.6,-121,30,"July",1997,"1990s"
"1997181N14250",14.5,-121.7,30,"July",1997,"1990s"
"1997181N14250",14.4,-122.5,30,"July",1997,"1990s"
"1997181N14250",14.2,-123.1,25,"July",1997,"1990s"
"1997181N14250",14.1,-123.7,20,"July",1997,"1990s"
"1997187N13250",12.5,-109.6,25,"July",1997,"1990s"
"1997187N13250",13,-110.5,30,"July",1997,"1990s"
"1997187N13250",13.3,-111.6,40,"July",1997,"1990s"
"1997187N13250",13.5,-112.7,45,"July",1997,"1990s"
"1997187N13250",13.8,-113.8,55,"July",1997,"1990s"
"1997187N13250",14.2,-115.1,55,"July",1997,"1990s"
"1997187N13250",14.5,-116.3,55,"July",1997,"1990s"
"1997187N13250",14.8,-117.5,60,"July",1997,"1990s"
"1997187N13250",15.1,-118.7,65,"July",1997,"1990s"
"1997187N13250",15.4,-119.9,70,"July",1997,"1990s"
"1997187N13250",15.7,-121.2,75,"July",1997,"1990s"
"1997187N13250",16,-122.3,75,"July",1997,"1990s"
"1997187N13250",16.4,-123.7,75,"July",1997,"1990s"
"1997187N13250",16.8,-125,75,"July",1997,"1990s"
"1997187N13250",17.2,-126.3,75,"July",1997,"1990s"
"1997187N13250",17.5,-127.5,80,"July",1997,"1990s"
"1997187N13250",17.7,-128.7,75,"July",1997,"1990s"
"1997187N13250",17.8,-130,70,"July",1997,"1990s"
"1997187N13250",18.3,-131.3,65,"July",1997,"1990s"
"1997187N13250",18.6,-132.6,60,"July",1997,"1990s"
"1997187N13250",18.7,-134.1,50,"July",1997,"1990s"
"1997187N13250",18.9,-135.5,40,"July",1997,"1990s"
"1997187N13250",19.3,-136.9,35,"July",1997,"1990s"
"1997187N13250",19.6,-138,30,"July",1997,"1990s"
"1997187N13250",20.2,-138.9,30,"July",1997,"1990s"
"1997187N13250",21,-140,30,"July",1997,"1990s"
"1997187N13250",21.8,-141.2,30,"July",1997,"1990s"
"1997187N13250",22.2,-142.7,30,"July",1997,"1990s"
"1997187N13250",22.7,-144.1,30,"July",1997,"1990s"
"1997187N13250",23.2,-145.2,25,"July",1997,"1990s"
"1997193N09248",8.6,-111.7,25,"July",1997,"1990s"
"1997193N09248",8.9,-113.4,30,"July",1997,"1990s"
"1997193N09248",9.4,-114.6,40,"July",1997,"1990s"
"1997193N09248",10,-115.9,45,"July",1997,"1990s"
"1997193N09248",10.8,-117.4,55,"July",1997,"1990s"
"1997193N09248",11.6,-118.9,65,"July",1997,"1990s"
"1997193N09248",12.4,-120.3,80,"July",1997,"1990s"
"1997193N09248",13.1,-121.4,90,"July",1997,"1990s"
"1997193N09248",13.8,-122.4,90,"July",1997,"1990s"
"1997193N09248",14.6,-123.4,95,"July",1997,"1990s"
"1997193N09248",15.5,-124.5,100,"July",1997,"1990s"
"1997193N09248",16.5,-125.6,90,"July",1997,"1990s"
"1997193N09248",17.4,-126.8,80,"July",1997,"1990s"
"1997193N09248",18.4,-128,70,"July",1997,"1990s"
"1997193N09248",19.3,-129.4,60,"July",1997,"1990s"
"1997193N09248",20,-130.8,45,"July",1997,"1990s"
"1997193N09248",20.6,-132,35,"July",1997,"1990s"
"1997193N09248",21.5,-133.5,30,"July",1997,"1990s"
"1997193N09248",22.5,-134,25,"July",1997,"1990s"
"1997196N10251",9.7,-109,30,"July",1997,"1990s"
"1997196N10251",10.4,-110.1,30,"July",1997,"1990s"
"1997196N10251",10.9,-111.1,30,"July",1997,"1990s"
"1997196N10251",11.3,-112,30,"July",1997,"1990s"
"1997196N10251",11.7,-112.5,30,"July",1997,"1990s"
"1997196N10251",12.1,-113,35,"July",1997,"1990s"
"1997196N10251",12.4,-113.7,35,"July",1997,"1990s"
"1997196N10251",12.5,-114.5,40,"July",1997,"1990s"
"1997196N10251",12.5,-115.1,50,"July",1997,"1990s"
"1997196N10251",12.6,-115.5,55,"July",1997,"1990s"
"1997196N10251",12.9,-116,60,"July",1997,"1990s"
"1997196N10251",13.4,-116.9,65,"July",1997,"1990s"
"1997196N10251",13.9,-117.9,65,"July",1997,"1990s"
"1997196N10251",14.4,-119,65,"July",1997,"1990s"
"1997196N10251",14.8,-120.1,65,"July",1997,"1990s"
"1997196N10251",15.1,-121.3,75,"July",1997,"1990s"
"1997196N10251",15.3,-122.5,95,"July",1997,"1990s"
"1997196N10251",15.4,-123.9,100,"July",1997,"1990s"
"1997196N10251",15.5,-125.3,110,"July",1997,"1990s"
"1997196N10251",15.6,-126.7,115,"July",1997,"1990s"
"1997196N10251",15.7,-128.1,115,"July",1997,"1990s"
"1997196N10251",15.8,-129.5,115,"July",1997,"1990s"
"1997196N10251",16,-131,110,"July",1997,"1990s"
"1997196N10251",16.3,-132.5,105,"July",1997,"1990s"
"1997196N10251",16.6,-134.1,100,"July",1997,"1990s"
"1997196N10251",16.9,-135.6,95,"July",1997,"1990s"
"1997196N10251",17.1,-137.2,90,"July",1997,"1990s"
